gene_id,sh_ca,sh_cb,sh_cc,sh_tdpa,sh_tdpb,sh_tdpc
ENSG00000122965.10,21,32,31,27,55,53
ENSG00000089225.19,0,3,0,4,4,3
ENSG00000135111.15,5,0,2,2,1,4
ENSG00000123066.8,26,44,33,44,63,77
ENSG00000258102.3,2,2,0,0,0,2
ENSG00000111412.5,6,5,6,13,15,12
ENSG00000135119.14,8,25,16,10,16,24
ENSG00000135116.9,1,2,0,6,8,2
ENSG00000174989.12,16,16,13,18,38,32
ENSG00000088992.17,0,1,0,0,0,1
ENSG00000135108.14,59,80,82,60,114,175
ENSG00000089250.18,0,2,1,1,0,0
ENSG00000171435.13,7,18,9,19,18,21
ENSG00000111445.13,7,6,3,4,10,11
ENSG00000176871.8,23,40,35,35,43,40
ENSG00000176834.13,1,0,1,0,1,2
ENSG00000089220.4,159,216,194,291,348,455
ENSG00000135090.13,8,12,16,12,19,32
ENSG00000111707.11,20,19,27,34,45,49
ENSG00000139767.9,68,109,123,151,170,246
ENSG00000152137.6,0,0,0,1,0,1
ENSG00000183273.6,0,1,0,1,0,0
ENSG00000224982.3,0,0,1,1,0,0
ENSG00000111725.10,21,37,27,48,57,77
ENSG00000122966.15,1,7,2,5,12,11
ENSG00000135127.11,17,20,24,26,35,43
ENSG00000111737.11,19,44,42,47,80,78
ENSG00000089154.10,31,53,47,70,99,101
ENSG00000089157.15,17,13,25,25,36,36
ENSG00000089159.16,47,51,58,65,74,113
ENSG00000089163.4,4,2,5,5,7,6
ENSG00000170890.13,0,0,0,1,0,0
ENSG00000135097.6,58,51,72,91,131,174
ENSG00000111775.2,9,54,46,70,68,133
ENSG00000111780.8,0,0,0,0,0,0
ENSG00000170855.3,3,7,13,11,13,17
ENSG00000257218.5,3,2,3,3,2,9
ENSG00000111786.8,53,73,67,86,113,149
ENSG00000088986.10,37,55,97,83,112,180
ENSG00000110871.14,12,18,22,23,47,39
ENSG00000022840.15,31,54,52,65,71,103
ENSG00000167272.10,10,7,4,8,10,14
ENSG00000157782.9,1,1,0,0,2,4
ENSG00000110917.7,9,18,15,21,16,38
ENSG00000175970.10,8,13,10,15,18,9
ENSG00000122971.8,1,1,1,5,6,3
ENSG00000157837.15,8,32,37,36,56,67
ENSG00000135100.17,0,0,0,1,1,0
ENSG00000157895.11,8,17,19,11,31,40
ENSG00000135114.12,0,0,0,0,0,0
ENSG00000089041.16,1,0,0,2,0,0
ENSG00000135124.14,1,2,0,2,1,3
ENSG00000110931.18,37,52,45,46,97,99
ENSG00000089053.12,43,44,38,61,87,117
ENSG00000170633.16,11,23,17,28,38,50
ENSG00000089094.18,29,53,35,39,72,74
ENSG00000276045.3,0,1,1,0,1,0
ENSG00000139714.12,1,0,1,0,0,0
ENSG00000188735.12,5,15,24,9,30,44
ENSG00000139725.7,1,1,3,4,3,4
ENSG00000139718.10,40,52,39,48,72,68
ENSG00000158104.11,0,0,0,0,1,0
ENSG00000110801.13,10,14,13,20,22,32
ENSG00000256950.2,0,0,0,0,0,0
ENSG00000158023.9,1,4,2,4,4,6
ENSG00000110987.8,38,49,51,61,109,128
ENSG00000175727.13,26,35,32,50,72,84
ENSG00000158113.12,0,2,1,2,3,2
ENSG00000204671.1,0,0,0,1,0,0
ENSG00000176383.8,0,1,3,2,2,1
ENSG00000284934.1,0,1,0,0,0,1
ENSG00000184047.17,2,3,3,0,1,2
ENSG00000256861.1,0,0,0,0,0,0
ENSG00000139719.10,6,5,5,9,10,9
ENSG00000130779.20,50,50,60,59,78,98
ENSG00000033030.13,14,16,14,22,42,42
ENSG00000111011.17,63,80,90,113,154,203
ENSG00000184445.11,4,6,3,5,13,9
ENSG00000182782.7,0,0,0,0,0,0
ENSG00000255398.2,0,0,0,0,1,0
ENSG00000196917.5,0,0,0,0,0,0
ENSG00000139726.10,15,13,17,17,21,34
ENSG00000130783.13,2,2,0,1,4,1
ENSG00000130787.13,49,48,44,62,106,107
ENSG00000139722.6,10,15,9,11,14,32
ENSG00000150967.17,6,9,10,12,8,15
ENSG00000111325.16,2,7,5,13,5,8
ENSG00000182196.13,72,92,105,134,174,229
ENSG00000090975.12,26,22,21,47,62,65
ENSG00000051825.14,5,8,8,9,31,18
ENSG00000130921.7,9,11,8,16,22,38
ENSG00000111328.6,13,14,14,34,40,38
ENSG00000139697.13,37,60,67,67,98,134
ENSG00000183955.12,3,3,1,1,4,8
ENSG00000150977.10,0,0,0,0,0,1
ENSG00000184209.14,17,21,15,35,41,57
ENSG00000188026.12,12,13,12,19,11,19
ENSG00000086598.10,11,26,35,47,78,92
ENSG00000111364.15,7,4,18,28,31,35
ENSG00000111361.12,12,29,35,32,51,50
ENSG00000111358.13,8,9,9,16,28,36
ENSG00000168778.11,5,4,7,15,17,23
ENSG00000185344.13,6,11,5,15,20,19
ENSG00000197653.15,0,5,3,2,7,8
ENSG00000119242.8,44,62,46,63,95,94
ENSG00000179195.15,23,31,16,28,45,66
ENSG00000178882.14,2,2,2,10,8,11
ENSG00000274874.1,2,7,9,18,16,27
ENSG00000196498.13,72,104,91,110,141,193
ENSG00000073060.15,1,11,5,8,7,10
ENSG00000150991.14,113,155,162,153,246,290
ENSG00000150990.7,9,20,15,29,32,45
ENSG00000184992.10,2,4,6,7,11,10
ENSG00000081760.16,24,34,24,41,61,57
ENSG00000139364.10,0,3,0,5,2,5
ENSG00000181234.9,0,0,0,0,0,0
ENSG00000139370.11,0,0,0,0,0,0
ENSG00000151948.11,0,0,0,0,2,0
ENSG00000151952.15,0,0,0,0,0,1
ENSG00000111432.4,0,0,0,0,0,0
ENSG00000125207.7,0,0,0,1,0,0
ENSG00000060709.15,31,46,59,50,86,98
ENSG00000111450.13,14,18,25,38,44,49
ENSG00000132341.11,71,103,120,93,114,206
ENSG00000111452.12,0,0,0,1,1,0
ENSG00000061936.9,34,60,38,49,73,69
ENSG00000198598.6,18,22,21,34,51,65
ENSG00000177169.9,25,55,36,61,81,99
ENSG00000177192.13,2,20,7,18,25,25
ENSG00000183495.13,75,89,78,77,126,151
ENSG00000185163.9,9,17,19,29,37,36
ENSG00000184967.6,14,21,16,26,34,54
ENSG00000182870.12,2,12,12,17,21,15
ENSG00000112787.13,70,104,100,107,186,189
ENSG00000204583.9,0,0,0,0,0,0
ENSG00000187848.13,0,0,0,1,0,1
ENSG00000177084.16,12,16,6,15,22,23
ENSG00000176894.9,4,8,7,12,19,20
ENSG00000247077.6,15,20,18,21,45,44
ENSG00000176915.14,26,30,23,36,53,71
ENSG00000090615.14,38,55,52,66,97,115
ENSG00000072609.17,19,32,33,26,50,58
ENSG00000196458.10,9,9,7,11,15,23
ENSG00000198393.7,5,5,10,5,8,10
ENSG00000198040.10,28,35,29,42,56,84
ENSG00000196387.9,10,8,10,11,10,15
ENSG00000214029.4,2,3,3,3,7,7
ENSG00000256223.5,6,6,15,11,17,18
ENSG00000256825.4,0,0,1,1,1,0
ENSG00000090612.20,3,3,5,8,14,7
ENSG00000227059.6,0,0,0,0,0,0
ENSG00000198033.11,0,0,0,0,0,0
ENSG00000132958.17,0,0,0,0,0,1
ENSG00000196199.13,31,31,37,48,60,80
ENSG00000121390.18,45,45,53,89,110,150
ENSG00000132950.18,2,2,8,7,15,12
ENSG00000121741.16,67,85,126,121,175,211
ENSG00000121743.3,0,0,0,0,0,0
ENSG00000165474.6,0,0,0,0,0,0
ENSG00000121742.17,0,0,0,0,0,0
ENSG00000165475.14,0,4,0,1,2,5
ENSG00000032742.17,9,6,14,11,14,22
ENSG00000172458.4,2,4,1,5,4,6
ENSG00000150456.10,0,6,4,9,5,5
ENSG00000132953.16,4,16,17,13,15,21
ENSG00000150457.8,4,7,6,1,9,10
ENSG00000150459.12,55,111,102,100,149,201
ENSG00000165480.15,0,0,0,0,0,0
ENSG00000173141.4,12,22,12,16,22,27
ENSG00000180776.15,0,4,3,4,4,4
ENSG00000165487.13,10,29,25,20,27,50
ENSG00000102678.6,5,11,10,13,16,24
ENSG00000102683.7,0,0,0,0,1,0
ENSG00000151835.15,72,99,95,91,147,173
ENSG00000127863.15,0,4,5,3,8,6
ENSG00000027001.9,5,5,5,10,20,24
ENSG00000205863.10,0,0,0,0,0,0
ENSG00000273167.1,0,0,0,0,0,0
ENSG00000182957.15,0,1,0,0,1,2
ENSG00000240654.6,0,0,0,0,0,0
ENSG00000102699.5,6,3,5,2,8,8
ENSG00000075673.11,0,1,0,1,1,2
ENSG00000132972.18,0,1,0,0,0,0
ENSG00000151849.14,11,13,14,9,18,16
ENSG00000151846.8,0,0,0,1,0,0
ENSG00000165566.12,43,56,61,69,82,108
ENSG00000139505.11,18,27,34,30,55,61
ENSG00000139496.15,38,43,40,44,70,101
ENSG00000132932.16,21,73,50,79,112,120
ENSG00000180730.4,0,0,2,0,0,2
ENSG00000127870.16,12,9,12,12,13,19
ENSG00000132964.11,11,18,10,12,20,32
ENSG00000132970.12,26,39,25,42,41,59
ENSG00000132975.7,2,3,5,1,4,3
ENSG00000152484.13,1,8,6,5,11,19
ENSG00000122026.10,1,2,0,2,0,3
ENSG00000122035.6,0,0,3,1,3,1
ENSG00000122034.14,4,7,9,14,15,22
ENSG00000122033.14,10,8,10,7,11,28
ENSG00000139517.8,2,1,4,5,1,7
ENSG00000186184.17,19,43,43,37,63,74
ENSG00000169840.4,0,0,0,0,0,0
ENSG00000139515.5,0,0,0,0,0,0
ENSG00000165556.9,0,0,0,0,0,0
ENSG00000183463.5,0,0,0,0,1,0
ENSG00000122025.14,0,0,0,1,0,1
ENSG00000152520.13,14,23,20,17,37,52
ENSG00000102755.11,0,0,0,0,1,0
ENSG00000132963.7,48,65,67,101,115,163
ENSG00000139508.14,1,1,3,2,2,1
ENSG00000132938.19,24,45,41,59,67,96
ENSG00000139514.12,33,122,95,78,106,95
ENSG00000122042.9,17,26,23,26,33,54
ENSG00000102781.13,38,56,53,44,68,94
ENSG00000236444.4,0,0,1,0,0,0
ENSG00000189403.14,3,2,5,5,18,15
ENSG00000132952.11,10,18,17,24,29,41
ENSG00000132965.9,0,0,0,0,0,0
ENSG00000102802.9,0,0,0,0,0,0
ENSG00000175664.9,1,0,0,0,0,0
ENSG00000120694.19,57,50,68,72,109,138
ENSG00000187676.7,0,1,1,0,1,2
ENSG00000133105.7,0,1,0,0,1,1
ENSG00000073910.21,68,107,112,110,148,172
ENSG00000189167.11,0,0,0,0,0,0
ENSG00000139618.14,0,1,0,3,1,0
ENSG00000139597.17,0,0,0,1,0,1
ENSG00000244754.8,30,30,31,31,59,57
ENSG00000083642.18,38,55,63,64,96,117
ENSG00000133116.7,0,0,0,0,0,0
ENSG00000133121.20,0,1,1,0,1,1
ENSG00000133119.12,6,5,6,7,12,12
ENSG00000172915.18,48,78,91,98,130,164
ENSG00000180660.7,40,53,51,81,134,167
ENSG00000133083.14,257,380,335,332,471,572
ENSG00000120669.15,0,0,0,0,0,0
ENSG00000250709.1,0,0,0,0,0,0
ENSG00000242715.7,0,2,1,0,4,5
ENSG00000133104.13,6,9,13,10,12,21
ENSG00000133101.9,11,26,17,26,34,43
ENSG00000180440.3,0,0,0,0,0,0
ENSG00000133111.3,7,6,7,6,20,15
ENSG00000120693.13,0,1,1,1,1,2
ENSG00000120697.8,7,5,6,13,10,17
ENSG00000120699.12,15,18,20,19,35,35
ENSG00000102710.19,30,47,21,41,55,85
ENSG00000180138.7,0,0,0,0,1,0
ENSG00000133110.14,0,2,0,1,0,0
ENSG00000133107.14,1,2,0,2,4,1
ENSG00000120686.11,14,17,20,26,32,31
ENSG00000150893.10,1,2,0,1,1,1
ENSG00000133115.11,0,0,0,0,0,0
ENSG00000120685.19,13,30,35,28,55,50
ENSG00000188811.13,1,4,7,2,6,8
ENSG00000183722.8,9,13,16,5,20,34
ENSG00000133103.16,7,11,11,17,30,26
ENSG00000150907.7,2,1,0,1,0,0
ENSG00000102738.7,11,20,21,27,49,48
ENSG00000102743.14,5,2,8,6,4,6
ENSG00000120690.15,2,1,3,2,2,1
ENSG00000120688.8,8,9,9,14,28,27
ENSG00000165572.7,33,60,56,58,57,66
ENSG00000120696.8,6,18,25,15,37,35
ENSG00000120662.15,3,2,0,4,4,5
ENSG00000172766.18,4,13,9,14,15,32
ENSG00000102760.12,0,0,0,0,0,0
ENSG00000102763.17,7,5,9,7,16,12
ENSG00000102780.16,6,6,7,3,12,6
ENSG00000023516.8,38,76,58,58,107,158
ENSG00000120659.14,0,0,0,0,0,0
ENSG00000179813.6,0,0,0,0,0,0
ENSG00000133106.14,0,1,0,0,0,0
ENSG00000120675.5,6,6,12,11,20,30
ENSG00000120658.13,7,13,9,14,21,24
ENSG00000151773.12,1,1,3,2,2,3
ENSG00000179630.10,0,1,0,0,1,1
ENSG00000281883.1,0,0,0,0,0,0
ENSG00000139656.6,0,0,0,0,0,0
ENSG00000151778.10,12,8,14,16,17,23
ENSG00000102804.14,131,196,199,218,318,384
ENSG00000083635.7,11,8,7,11,16,18
ENSG00000133114.17,9,12,11,15,27,25
ENSG00000188342.11,20,19,28,33,39,58
ENSG00000180332.6,0,0,0,1,2,2
ENSG00000133112.16,61,105,121,119,141,203
ENSG00000174032.16,3,1,1,0,6,7
ENSG00000136152.14,16,18,22,14,35,40
ENSG00000165837.11,0,0,0,1,0,1
ENSG00000174015.9,0,0,0,1,0,0
ENSG00000215475.4,4,5,9,14,14,13
ENSG00000123200.16,131,140,157,162,232,310
ENSG00000080618.14,0,0,0,1,0,0
ENSG00000136167.13,0,0,0,0,1,0
ENSG00000173988.12,1,0,1,0,1,0
ENSG00000102445.18,1,1,0,1,2,0
ENSG00000136141.14,18,20,18,26,28,43
ENSG00000139684.13,50,69,81,82,148,164
ENSG00000102468.10,0,1,0,0,0,0
ENSG00000136143.15,17,29,41,38,39,69
ENSG00000136159.3,5,6,6,11,11,18
ENSG00000136146.14,28,39,47,62,90,113
ENSG00000136156.13,21,42,54,80,113,117
ENSG00000139687.15,18,27,24,36,45,51
ENSG00000139679.15,0,1,0,0,0,0
ENSG00000136161.12,9,14,8,15,26,29
ENSG00000152207.7,0,0,0,0,0,0
ENSG00000102531.16,27,36,46,51,47,81
ENSG00000102539.5,0,0,0,0,0,1
ENSG00000102543.14,2,5,3,8,10,14
ENSG00000102547.18,5,3,7,5,6,10
ENSG00000136169.16,3,2,3,7,7,14
ENSG00000136147.17,0,0,0,0,5,0
ENSG00000136144.11,16,14,21,29,38,31
ENSG00000152213.3,0,0,0,0,0,0
ENSG00000123179.13,1,7,1,5,7,7
ENSG00000102753.9,54,65,67,72,112,131
ENSG00000123178.14,7,28,21,15,30,20
ENSG00000204977.9,15,24,26,37,53,44
ENSG00000198553.8,0,0,1,0,0,1
ENSG00000186047.9,0,3,2,1,4,8
ENSG00000136104.20,3,8,6,8,14,18
ENSG00000226792.7,1,1,0,0,0,0
ENSG00000150510.16,3,6,11,6,7,12
ENSG00000253309.6,0,0,0,0,0,0
ENSG00000102786.14,8,12,18,27,29,30
ENSG00000139668.8,5,17,12,23,30,35
ENSG00000285444.1,0,0,0,0,0,0
ENSG00000102796.10,2,3,2,3,6,4
ENSG00000281106.3,0,0,0,1,0,1
ENSG00000123171.6,0,0,0,0,0,0
ENSG00000123191.14,12,10,6,5,15,10
ENSG00000253710.3,6,11,9,7,17,21
ENSG00000253797.2,1,7,4,9,8,15
ENSG00000197168.12,0,0,0,1,0,0
ENSG00000136098.16,4,5,6,7,9,10
ENSG00000136114.16,0,1,0,0,0,0
ENSG00000136100.13,31,32,43,51,79,76
ENSG00000136108.14,9,13,10,12,15,31
ENSG00000139675.12,0,0,3,3,3,7
ENSG00000165416.14,17,45,34,51,58,76
ENSG00000136110.12,0,1,0,0,0,0
ENSG00000136099.13,9,22,22,18,24,19
ENSG00000102837.6,0,1,0,0,0,0
ENSG00000204919.1,0,0,0,0,0,0
ENSG00000229665.8,0,0,0,0,0,0
ENSG00000204918.3,0,0,0,0,0,0
ENSG00000227151.4,0,0,0,0,0,0
ENSG00000234278.3,0,0,0,0,0,0
ENSG00000118946.11,3,6,10,13,17,13
ENSG00000139734.18,0,0,1,0,0,0
ENSG00000083544.14,4,6,9,8,7,15
ENSG00000280165.1,0,0,0,0,0,0
ENSG00000197991.11,0,0,0,0,0,0
ENSG00000237378.3,0,0,0,0,0,0
ENSG00000285566.1,0,0,0,0,0,0
ENSG00000184226.14,25,67,62,81,127,162
ENSG00000150361.11,1,3,4,3,9,9
ENSG00000276644.4,149,204,207,283,421,450
ENSG00000204899.5,1,12,13,5,14,28
ENSG00000136122.15,1,1,1,1,2,0
ENSG00000083520.14,32,32,44,42,72,87
ENSG00000083535.15,4,8,13,6,16,20
ENSG00000102554.13,0,0,0,1,0,1
ENSG00000118922.17,25,36,40,47,72,66
ENSG00000136111.13,7,8,8,7,16,18
ENSG00000188243.12,7,22,13,21,26,55
ENSG00000118939.17,5,13,19,24,23,32
ENSG00000136153.19,1,4,3,5,7,7
ENSG00000178695.5,18,21,19,29,31,46
ENSG00000102794.9,0,0,0,0,0,0
ENSG00000102805.14,3,2,3,4,5,5
ENSG00000283208.1,0,0,0,0,0,0
ENSG00000005812.10,7,9,13,12,19,26
ENSG00000005810.17,128,171,160,178,263,288
ENSG00000136155.16,0,0,1,1,0,0
ENSG00000139737.21,28,33,26,43,61,70
ENSG00000136160.15,0,1,0,0,0,1
ENSG00000152192.7,100,199,206,253,330,364
ENSG00000152193.7,26,39,47,32,62,71
ENSG00000139746.15,51,42,51,59,84,98
ENSG00000102471.14,14,21,23,25,40,53
ENSG00000136158.11,5,9,9,12,12,9
ENSG00000178235.7,5,11,11,13,19,25
ENSG00000184564.9,0,0,0,0,1,0
ENSG00000165300.7,7,15,12,17,29,42
ENSG00000179399.14,0,3,0,0,0,2
ENSG00000183098.10,2,3,1,3,3,0
ENSG00000080166.15,0,0,0,0,1,0
ENSG00000088451.10,1,0,1,2,2,3
ENSG00000152749.7,1,1,1,1,3,4
ENSG00000125285.5,0,0,0,1,1,0
ENSG00000125257.14,0,1,0,0,0,0
ENSG00000134873.9,0,0,0,0,0,0
ENSG00000134874.17,8,26,19,16,31,56
ENSG00000102580.14,0,2,4,3,2,8
ENSG00000102595.19,2,3,3,5,7,7
ENSG00000185352.8,4,7,4,2,2,7
ENSG00000165621.8,0,0,0,0,0,0
ENSG00000139793.18,2,5,4,11,15,21
ENSG00000125249.6,4,21,9,12,22,26
ENSG00000065150.18,93,107,102,107,178,204
ENSG00000152767.16,97,145,131,114,153,178
ENSG00000139797.7,0,0,0,1,0,0
ENSG00000102572.14,37,36,35,50,68,86
ENSG00000088386.16,0,0,1,1,0,0
ENSG00000088387.18,1,3,1,4,3,6
ENSG00000134882.15,3,6,7,10,7,12
ENSG00000125245.12,0,0,0,0,1,0
ENSG00000169508.6,0,0,0,0,1,1
ENSG00000125304.9,29,39,44,55,93,109
ENSG00000125246.15,0,0,1,2,1,1
ENSG00000139800.8,1,0,0,1,2,2
ENSG00000043355.11,3,5,3,21,25,30
ENSG00000175198.16,8,18,20,21,41,42
ENSG00000134864.10,0,0,1,0,1,0
ENSG00000125247.15,17,28,27,44,62,58
ENSG00000102452.16,6,5,8,6,7,9
ENSG00000198542.13,0,1,1,3,1,0
ENSG00000102466.15,1,6,1,0,7,11
ENSG00000134900.11,30,26,30,37,54,50
ENSG00000139780.7,0,0,0,0,0,0
ENSG00000175820.3,1,2,0,1,3,0
ENSG00000151287.16,0,2,3,4,4,5
ENSG00000134901.12,4,7,4,11,12,6
ENSG00000134897.13,1,3,0,2,2,2
ENSG00000270181.3,0,0,0,0,0,0
ENSG00000134899.19,0,4,2,0,2,2
ENSG00000125255.6,0,0,0,0,0,0
ENSG00000182346.19,0,0,0,0,0,1
ENSG00000125266.7,7,31,18,25,50,41
ENSG00000134884.14,107,115,118,196,231,385
ENSG00000204442.3,9,18,18,31,39,38
ENSG00000174405.13,8,21,17,14,28,33
ENSG00000139826.5,0,6,9,5,12,16
ENSG00000102524.11,0,1,0,0,0,0
ENSG00000041515.15,31,51,43,56,98,109
ENSG00000185950.8,34,38,35,49,49,50
ENSG00000187498.15,0,0,1,1,1,2
ENSG00000134871.18,3,8,8,11,7,10
ENSG00000139832.4,0,0,0,0,0,0
ENSG00000213995.11,14,31,27,37,44,57
ENSG00000134905.16,16,19,28,38,53,52
ENSG00000153487.12,12,18,15,16,30,26
ENSG00000088448.14,17,43,48,59,92,104
ENSG00000102606.18,56,101,84,86,118,139
ENSG00000153495.10,0,0,0,0,0,2
ENSG00000182968.4,0,0,0,0,1,1
ENSG00000153498.11,0,0,0,0,0,0
ENSG00000126216.14,19,24,11,22,32,45
ENSG00000068650.18,22,50,43,64,98,116
ENSG00000126217.20,54,84,65,122,116,174
ENSG00000057593.13,0,1,0,3,3,3
ENSG00000126218.11,1,0,0,0,1,0
ENSG00000126231.13,0,0,0,0,0,0
ENSG00000126226.21,15,8,15,13,20,28
ENSG00000139842.14,23,24,24,34,49,53
ENSG00000185896.10,34,70,77,94,149,140
ENSG00000139835.13,0,0,0,0,0,0
ENSG00000153531.13,10,13,10,16,18,21
ENSG00000150401.14,9,15,17,31,21,31
ENSG00000150403.17,9,13,8,17,30,32
ENSG00000198176.12,11,13,8,16,26,26
ENSG00000186009.4,0,0,0,0,0,0
ENSG00000185974.6,0,0,1,0,0,1
ENSG00000184497.12,0,0,0,1,1,0
ENSG00000183087.14,6,22,17,15,22,32
ENSG00000283199.2,0,1,0,1,3,2
ENSG00000185989.10,26,31,24,52,52,80
ENSG00000283361.2,0,1,0,0,0,1
ENSG00000130177.15,24,36,30,44,78,82
ENSG00000169062.14,9,18,13,28,22,30
ENSG00000198824.6,63,89,75,81,115,107
ENSG00000257115.1,0,0,0,0,0,0
ENSG00000222036.7,0,0,0,0,0,0
ENSG00000187537.13,0,0,0,0,0,0
ENSG00000258453.3,0,0,0,0,0,0
ENSG00000176294.5,0,0,0,0,0,0
ENSG00000182652.3,0,0,0,0,0,0
ENSG00000176299.5,0,0,0,0,0,0
ENSG00000176290.8,0,1,0,0,0,0
ENSG00000165762.3,0,0,1,0,0,0
ENSG00000176281.4,0,0,0,0,1,0
ENSG00000155249.5,0,0,0,0,0,0
ENSG00000169488.6,0,0,0,0,0,1
ENSG00000196383.6,0,0,0,0,0,0
ENSG00000169484.3,0,0,0,0,0,0
ENSG00000176253.3,0,0,0,0,0,0
ENSG00000176246.1,0,0,0,0,0,0
ENSG00000176230.6,0,0,0,0,0,0
ENSG00000184394.2,0,0,0,0,0,0
ENSG00000196832.4,0,0,0,0,0,0
ENSG00000176219.3,0,0,0,0,0,0
ENSG00000258806.2,0,0,0,0,2,0
ENSG00000176198.3,0,1,0,0,0,0
ENSG00000136319.11,28,28,26,35,35,64
ENSG00000100814.17,0,1,2,1,2,2
ENSG00000129484.13,16,33,31,34,39,44
ENSG00000129566.12,2,2,2,4,1,2
ENSG00000185271.8,0,0,0,0,1,0
ENSG00000092094.10,10,9,6,11,26,23
ENSG00000100823.11,97,131,115,162,238,268
ENSG00000165782.10,16,35,32,39,39,58
ENSG00000198805.11,10,8,9,6,7,12
ENSG00000182545.6,0,0,0,0,0,0
ENSG00000188655.10,0,0,0,0,0,0
ENSG00000259060.7,0,0,0,0,0,0
ENSG00000173464.14,0,0,0,0,0,0
ENSG00000258436.1,0,0,0,0,0,0
ENSG00000181803.3,0,0,0,0,0,0
ENSG00000258818.3,0,0,0,0,0,0
ENSG00000214274.9,0,0,0,0,0,0
ENSG00000259171.1,0,0,0,0,0,0
ENSG00000181562.4,0,0,0,0,0,0
ENSG00000181552.3,0,0,0,0,0,0
ENSG00000169413.2,0,0,0,0,0,0
ENSG00000129538.13,0,0,0,0,0,0
ENSG00000169397.3,0,0,0,0,1,0
ENSG00000169385.2,0,0,0,0,0,0
ENSG00000165792.17,13,27,13,31,46,58
ENSG00000165794.9,0,0,0,0,0,0
ENSG00000165795.23,10,17,8,16,39,28
ENSG00000179636.14,0,0,0,0,0,0
ENSG00000206150.3,0,0,0,0,0,0
ENSG00000165799.4,0,0,0,0,0,0
ENSG00000173431.2,0,1,0,0,0,0
ENSG00000165801.9,13,16,22,39,41,62
ENSG00000165804.15,5,13,7,16,24,38
ENSG00000232070.8,0,0,0,0,1,0
ENSG00000169327.5,0,0,1,0,0,0
ENSG00000092199.17,74,102,110,138,201,269
ENSG00000092200.12,1,0,1,0,0,1
ENSG00000092201.9,78,79,63,112,175,197
ENSG00000100888.13,80,99,107,109,157,201
ENSG00000129472.14,51,66,48,90,110,108
ENSG00000092203.13,51,72,51,57,77,134
ENSG00000165819.11,18,30,28,34,48,67
ENSG00000165821.11,100,135,149,132,212,199
ENSG00000169208.2,0,0,0,0,0,0
ENSG00000255569.1,0,0,0,0,0,0
ENSG00000255582.1,0,0,0,0,0,0
ENSG00000256553.1,0,0,0,0,0,0
ENSG00000221977.2,0,1,0,0,0,0
ENSG00000276240.2,0,0,0,0,1,0
ENSG00000211776.2,0,0,0,0,0,0
ENSG00000211777.2,0,0,0,0,0,0
ENSG00000211778.2,0,0,0,0,0,0
ENSG00000211779.3,0,0,0,0,0,0
ENSG00000211780.3,0,0,0,0,0,0
ENSG00000211781.3,0,0,0,0,0,0
ENSG00000211782.2,0,0,0,0,0,0
ENSG00000211783.3,0,0,0,0,0,0
ENSG00000211784.2,0,0,0,0,0,0
ENSG00000211785.1,0,0,0,0,0,0
ENSG00000211786.3,0,0,0,0,0,0
ENSG00000211787.1,0,0,0,0,0,0
ENSG00000211788.2,0,0,0,0,0,0
ENSG00000211789.2,0,0,0,0,0,0
ENSG00000211790.2,0,0,0,0,1,1
ENSG00000211791.2,0,0,0,0,0,0
ENSG00000211792.2,0,0,0,0,0,0
ENSG00000211793.2,0,0,0,0,0,0
ENSG00000211794.3,0,0,0,0,0,0
ENSG00000211795.3,0,0,0,0,0,0
ENSG00000211796.1,1,0,0,0,0,0
ENSG00000211797.2,0,0,0,0,0,0
ENSG00000211798.3,0,0,0,0,1,0
ENSG00000211799.3,0,0,0,0,0,0
ENSG00000211800.3,0,0,0,0,0,0
ENSG00000211801.3,0,0,0,0,0,0
ENSG00000211802.3,0,0,0,0,0,0
ENSG00000211803.2,0,0,0,0,0,0
ENSG00000211804.3,0,0,0,1,0,1
ENSG00000211805.1,0,0,0,0,0,0
ENSG00000211806.2,0,0,0,0,0,0
ENSG00000211807.3,0,0,0,0,0,0
ENSG00000211808.3,0,0,0,0,0,0
ENSG00000211809.2,0,0,0,0,0,0
ENSG00000211810.3,0,0,0,0,0,0
ENSG00000259092.1,1,0,0,0,0,0
ENSG00000211812.1,0,0,0,0,0,0
ENSG00000211813.2,0,0,0,0,0,0
ENSG00000211815.3,0,0,0,0,0,0
ENSG00000211816.2,0,1,0,0,1,0
ENSG00000211817.2,0,0,0,0,0,0
ENSG00000211818.1,0,0,0,0,0,0
ENSG00000211819.3,0,0,0,0,0,0
ENSG00000211820.1,0,0,0,0,0,0
ENSG00000211821.2,0,0,1,0,0,0
ENSG00000223997.1,0,0,0,0,0,0
ENSG00000237235.2,0,0,0,0,0,0
ENSG00000228985.1,0,0,0,0,0,0
ENSG00000211825.1,0,0,0,0,0,0
ENSG00000211826.1,0,0,0,0,0,0
ENSG00000211827.1,0,0,0,0,0,0
ENSG00000211828.1,0,0,0,0,0,0
ENSG00000211829.9,0,0,0,0,0,1
ENSG00000256590.2,0,0,0,0,0,0
ENSG00000211831.2,0,0,0,0,0,0
ENSG00000211832.2,0,0,0,0,0,0
ENSG00000211833.1,0,0,0,0,0,0
ENSG00000211834.1,0,0,0,0,0,0
ENSG00000211835.1,0,0,0,0,0,0
ENSG00000211836.1,0,0,0,0,0,0
ENSG00000211837.1,0,0,0,0,0,0
ENSG00000211838.1,0,0,0,0,0,0
ENSG00000211839.1,0,0,0,0,0,0
