gene_name,gene_id,transcript_id
PTER,ENSG00000165983.14,ENST00000378000.5
C1QL3,ENSG00000165985.9,ENST00000298943.3
CACNB2,ENSG00000165995.19,ENST00000324631.12
HACD1,ENSG00000165996.13,ENST00000361271.7
ARL5B,ENSG00000165997.4,ENST00000377275.3
SMCO4,ENSG00000166002.6,ENST00000298966.6
CEP295,ENSG00000166004.14,ENST00000325212.10
KCNC2,ENSG00000166006.13,ENST00000549446.5
TAF1D,ENSG00000166012.16,ENST00000448108.6
ABTB2,ENSG00000166016.5,ENST00000435224.2
R3HCC1L,ENSG00000166024.13,ENST00000612478.4
AMOTL1,ENSG00000166025.17,ENST00000433060.2
HTRA1,ENSG00000166033.12,ENST00000368984.7
LIPC,ENSG00000166035.10,ENST00000299022.9
CEP57,ENSG00000166037.10,ENST00000325542.9
TCP11L2,ENSG00000166046.10,ENST00000299045.7
PASD1,ENSG00000166049.10,ENST00000370357.4
SPRED1,ENSG00000166068.12,ENST00000299084.8
TMCO5A,ENSG00000166069.13,ENST00000319669.4
GPR176,ENSG00000166073.10,ENST00000561100.1
JAM3,ENSG00000166086.12,ENST00000299106.8
IL25,ENSG00000166090.8,ENST00000329715.2
CMTM5,ENSG00000166091.20,ENST00000339180.8
GLB1L3,ENSG00000166105.15,ENST00000431683.6
ADAMTS15,ENSG00000166106.3,ENST00000299164.3
SVOP,ENSG00000166111.9,ENST00000610966.4
SPATA19,ENSG00000166118.7,ENST00000299140.7
GPT2,ENSG00000166123.13,ENST00000340124.8
AMN,ENSG00000166126.10,ENST00000299155.9
RAB8B,ENSG00000166128.12,ENST00000321437.8
IKBIP,ENSG00000166130.14,ENST00000299157.4
RPUSD2,ENSG00000166133.17,ENST00000315616.11
HIF1AN,ENSG00000166135.13,ENST00000299163.6
NDUFB8,ENSG00000166136.15,ENST00000299166.8
ZFYVE19,ENSG00000166140.17,ENST00000355341.8
PPP1R14D,ENSG00000166143.9,ENST00000427255.2
SPINT1,ENSG00000166145.14,ENST00000344051.8
FBN1,ENSG00000166147.13,ENST00000316623.9
AVPR1A,ENSG00000166148.3,ENST00000299178.3
C16orf78,ENSG00000166152.3,ENST00000299191.3
DEPDC4,ENSG00000166153.16,ENST00000416321.5
LRTM2,ENSG00000166159.10,ENST00000543818.5
OPN1MW2,ENSG00000166160.9,ENST00000369929.8
BRD7,ENSG00000166164.15,ENST00000394689.2
CKB,ENSG00000166165.12,ENST00000348956.6
TRMT61A,ENSG00000166166.12,ENST00000389749.8
BTRC,ENSG00000166167.17,ENST00000370187.7
POLL,ENSG00000166169.16,ENST00000370162.7
BAG5,ENSG00000166170.9,ENST00000337322.4
DPCD,ENSG00000166171.12,ENST00000370151.8
LARP6,ENSG00000166173.10,ENST00000299213.9
API5,ENSG00000166181.12,ENST00000531273.5
ASPG,ENSG00000166183.15,ENST00000551177.5
ZNF319,ENSG00000166188.2,ENST00000299237.2
HPS6,ENSG00000166189.7,ENST00000299238.6
SENP8,ENSG00000166192.14,ENST00000340912.5
NOLC1,ENSG00000166197.16,ENST00000405356.5
ALKBH3,ENSG00000166199.12,ENST00000302708.8
COPS2,ENSG00000166200.14,ENST00000299259.10
GABRB3,ENSG00000166206.14,ENST00000311550.9
SPIC,ENSG00000166211.7,ENST00000551346.1
TBATA,ENSG00000166220.12,ENST00000456372.3
SGPL1,ENSG00000166224.16,ENST00000373202.7
FRS2,ENSG00000166225.8,ENST00000550389.5
CCT2,ENSG00000166226.12,ENST00000299300.10
PCBD1,ENSG00000166228.8,ENST00000299299.3
ARIH1,ENSG00000166233.14,ENST00000379887.8
C16orf71,ENSG00000166246.13,ENST00000299320.9
CLMP,ENSG00000166250.11,ENST00000448775.3
SCN3B,ENSG00000166257.8,ENST00000392770.6
COX11,ENSG00000166260.11,ENST00000299335.7
ZNF202,ENSG00000166261.10,ENST00000336139.8
FAM227B,ENSG00000166262.15,ENST00000299338.10
STXBP4,ENSG00000166263.13,ENST00000376352.6
CUL5,ENSG00000166266.13,ENST00000393094.6
MYRFL,ENSG00000166268.10,ENST00000552032.6
WBP1L,ENSG00000166272.17,ENST00000448841.6
BORCS7,ENSG00000166275.15,ENST00000339834.9
C2,ENSG00000166278.14,ENST00000299367.9
PLEKHF1,ENSG00000166289.5,ENST00000436066.3
TMEM100,ENSG00000166292.11,ENST00000575734.5
ANAPC16,ENSG00000166295.8,ENST00000621663.4
SMPD1,ENSG00000166311.9,ENST00000342245.8
APBB1,ENSG00000166313.18,ENST00000609360.5
SYNPO2L,ENSG00000166317.11,ENST00000394810.2
NUDT13,ENSG00000166321.13,ENST00000357321.8
C11orf65,ENSG00000166323.12,ENST00000615746.4
TRIM44,ENSG00000166326.6,ENST00000299413.6
CCDC182,ENSG00000166329.2,ENST00000299415.2
ILK,ENSG00000166333.13,ENST00000396751.6
TAF10,ENSG00000166337.9,ENST00000299424.8
TPP1,ENSG00000166340.16,ENST00000299427.11
DCHS1,ENSG00000166341.7,ENST00000299441.4
NETO1,ENSG00000166342.18,ENST00000327305.10
MSS51,ENSG00000166343.9,ENST00000299432.6
CYB5A,ENSG00000166347.18,ENST00000340533.8
USP54,ENSG00000166348.18,ENST00000339859.8
RAG1,ENSG00000166349.9,ENST00000299440.5
POTED,ENSG00000166351.10,ENST00000299443.5
C11orf74,ENSG00000166352.15,ENST00000446510.6
WDR88,ENSG00000166359.10,ENST00000355868.3
OR10A5,ENSG00000166363.5,ENST00000299454.4
OR2D2,ENSG00000166368.2,ENST00000299459.2
ATP9B,ENSG00000166377.20,ENST00000426216.6
PPFIBP2,ENSG00000166387.12,ENST00000299492.8
MOGAT2,ENSG00000166391.14,ENST00000198801.9
CYB5R2,ENSG00000166394.14,ENST00000533558.5
SERPINB7,ENSG00000166396.12,ENST00000398019.6
KIAA0355,ENSG00000166398.12,ENST00000299505.6
SERPINB8,ENSG00000166401.14,ENST00000397985.6
TUB,ENSG00000166402.8,ENST00000305253.8
RIC3,ENSG00000166405.14,ENST00000309737.10
LMO1,ENSG00000166407.13,ENST00000335790.7
IDH3A,ENSG00000166411.13,ENST00000299518.6
WDR72,ENSG00000166415.14,ENST00000396328.5
CRABP1,ENSG00000166426.7,ENST00000299529.6
PLD4,ENSG00000166428.13,ENST00000540372.5
ZMAT1,ENSG00000166432.14,ENST00000372782.4
XRRA1,ENSG00000166435.15,ENST00000340360.10
RNF169,ENSG00000166439.5,ENST00000299563.4
RPL27A,ENSG00000166441.12,ENST00000314138.10
ST5,ENSG00000166444.18,ENST00000534127.5
CDYL2,ENSG00000166446.14,ENST00000570137.6
TMEM130,ENSG00000166448.14,ENST00000416379.6
PRTG,ENSG00000166450.12,ENST00000389286.8
CENPN,ENSG00000166451.13,ENST00000393335.7
AKIP1,ENSG00000166452.11,ENST00000309377.8
ATMIN,ENSG00000166454.9,ENST00000299575.4
C16orf46,ENSG00000166455.13,ENST00000299578.9
TMEM41B,ENSG00000166471.10,ENST00000528080.5
PKD1L2,ENSG00000166473.17,ENST00000531391.5
LEO1,ENSG00000166477.12,ENST00000299601.9
ZNF143,ENSG00000166478.9,ENST00000396602.6
TMX3,ENSG00000166479.9,ENST00000299608.6
MFAP4,ENSG00000166482.11,ENST00000395592.6
WEE1,ENSG00000166483.10,ENST00000450114.6
MAPK7,ENSG00000166484.19,ENST00000308406.9
PRKCB,ENSG00000166501.13,ENST00000643927.1
HDGFL3,ENSG00000166503.8,ENST00000299633.6
NDST2,ENSG00000166507.17,ENST00000309979.10
MCM7,ENSG00000166508.17,ENST00000303887.9
CLEC3A,ENSG00000166509.10,ENST00000299642.8
CCDC68,ENSG00000166510.13,ENST00000591504.5
CLEC4E,ENSG00000166523.7,ENST00000299663.7
ZNF3,ENSG00000166526.16,ENST00000303915.10
CLEC4D,ENSG00000166527.7,ENST00000299665.2
ZSCAN21,ENSG00000166529.14,ENST00000292450.8
RIMKLB,ENSG00000166532.15,ENST00000357529.7
A2ML1,ENSG00000166535.19,ENST00000299698.11
BEAN1,ENSG00000166546.13,ENST00000536005.6
TK2,ENSG00000166548.15,ENST00000299697.11
TMED3,ENSG00000166557.12,ENST00000299705.9
SLC38A8,ENSG00000166558.10,ENST00000299709.7
SEC11C,ENSG00000166562.8,ENST00000587834.5
CPLX4,ENSG00000166569.8,ENST00000299721.3
GALR1,ENSG00000166573.5,ENST00000299727.4
TMEM135,ENSG00000166575.16,ENST00000305494.5
IQCD,ENSG00000166578.9,ENST00000416617.2
NDEL1,ENSG00000166579.15,ENST00000334527.11
CENPV,ENSG00000166582.9,ENST00000299736.4
CDH16,ENSG00000166589.12,ENST00000299752.8
RRAD,ENSG00000166592.11,ENST00000299759.10
CIAO2B,ENSG00000166595.11,ENST00000422424.6
CFAP52,ENSG00000166596.14,ENST00000352665.9
HSP90B1,ENSG00000166598.14,ENST00000299767.9
MC4R,ENSG00000166603.5,ENST00000299766.5
BLCAP,ENSG00000166619.13,ENST00000414542.6
SERPINB12,ENSG00000166634.6,ENST00000382768.1
CHRFAM7A,ENSG00000166664.13,ENST00000299847.6
ATF7IP2,ENSG00000166669.13,ENST00000396560.6
MMP10,ENSG00000166670.9,ENST00000279441.8
TVP23A,ENSG00000166676.15,ENST00000299866.12
BEX3,ENSG00000166681.13,ENST00000372645.3
TMPRSS5,ENSG00000166682.11,ENST00000299882.10
COG1,ENSG00000166685.11,ENST00000299886.8
PLEKHA7,ENSG00000166689.15,ENST00000355661.7
ZNF606,ENSG00000166704.11,ENST00000341164.8
ZCCHC18,ENSG00000166707.10,ENST00000611638.4
B2M,ENSG00000166710.18,ENST00000558401.6
ZNF592,ENSG00000166716.9,ENST00000560079.6
CASC4,ENSG00000166734.19,ENST00000299957.10
HTR3A,ENSG00000166736.11,ENST00000355556.6
NNMT,ENSG00000166741.7,ENST00000535401.5
ACSM1,ENSG00000166743.9,ENST00000307493.8
AP1G1,ENSG00000166747.12,ENST00000393512.7
SLFN5,ENSG00000166750.9,ENST00000299977.8
CATSPER2,ENSG00000166762.17,ENST00000381761.6
C16orf45,ENSG00000166780.10,ENST00000300006.8
MARF1,ENSG00000166783.21,ENST00000396368.7
SAAL1,ENSG00000166788.9,ENST00000524803.5
YPEL4,ENSG00000166793.10,ENST00000524669.5
PPIB,ENSG00000166794.4,ENST00000300026.3
LDHC,ENSG00000166796.11,ENST00000541669.5
CIAO2A,ENSG00000166797.10,ENST00000300030.7
LDHAL6A,ENSG00000166800.9,ENST00000280706.2
FAM111A,ENSG00000166801.15,ENST00000528737.5
PCLAF,ENSG00000166803.12,ENST00000300035.8
KIF7,ENSG00000166813.14,ENST00000394412.7
LDHD,ENSG00000166816.14,ENST00000300051.8
PLIN1,ENSG00000166819.11,ENST00000300055.9
PEX11A,ENSG00000166821.8,ENST00000300056.7
TMEM170A,ENSG00000166822.12,ENST00000561878.1
MESP1,ENSG00000166823.5,ENST00000300057.4
ANPEP,ENSG00000166825.13,ENST00000300060.6
SCNN1G,ENSG00000166828.2,ENST00000300061.2
RBPMS2,ENSG00000166831.8,ENST00000300069.4
NAV2,ENSG00000166833.20,ENST00000396087.7
ANKDD1A,ENSG00000166839.16,ENST00000319580.12
GLYATL1,ENSG00000166840.13,ENST00000300079.9
C18orf54,ENSG00000166845.14,ENST00000620105.4
DCTN5,ENSG00000166847.9,ENST00000300087.6
TERF2IP,ENSG00000166848.5,ENST00000300086.4
PLK1,ENSG00000166851.14,ENST00000300093.8
CLPX,ENSG00000166855.9,ENST00000300107.7
GPR182,ENSG00000166856.2,ENST00000300098.2
ZBTB39,ENSG00000166860.2,ENST00000300101.2
CACNG2,ENSG00000166862.6,ENST00000300105.6
TAC3,ENSG00000166863.11,ENST00000615887.4
MYO1A,ENSG00000166866.12,ENST00000442789.6
CHP2,ENSG00000166869.2,ENST00000300113.2
NEMP1,ENSG00000166881.9,ENST00000300128.8
OR4D6,ENSG00000166884.2,ENST00000300127.2
NAB2,ENSG00000166886.12,ENST00000300131.7
VPS39,ENSG00000166887.15,ENST00000348544.4
STAT6,ENSG00000166888.11,ENST00000300134.7
PATL1,ENSG00000166889.13,ENST00000300146.9
ATP23,ENSG00000166896.8,ENST00000300145.3
ELFN2,ENSG00000166897.14,ENST00000402918.6
STX3,ENSG00000166900.16,ENST00000337979.8
MRPL16,ENSG00000166902.4,ENST00000300151.4
PIP4K2C,ENSG00000166908.17,ENST00000354947.9
MTMR10,ENSG00000166912.16,ENST00000435680.5
YWHAB,ENSG00000166913.12,ENST00000372839.7
C15orf48,ENSG00000166920.12,ENST00000344300.3
SCG5,ENSG00000166922.8,ENST00000300175.8
GREM1,ENSG00000166923.10,ENST00000622074.1
NYAP1,ENSG00000166924.8,ENST00000300179.6
TSC22D4,ENSG00000166925.8,ENST00000300181.6
MS4A6E,ENSG00000166926.8,ENST00000300182.8
MS4A7,ENSG00000166927.12,ENST00000300184.7
MS4A14,ENSG00000166928.10,ENST00000531783.5
MS4A5,ENSG00000166930.6,ENST00000300190.6
DIS3L,ENSG00000166938.12,ENST00000319212.8
CCNDBP1,ENSG00000166946.13,ENST00000300213.8
EPB42,ENSG00000166947.13,ENST00000568508.6
TGM6,ENSG00000166948.9,ENST00000202625.6
SMAD3,ENSG00000166949.15,ENST00000327367.8
MS4A8,ENSG00000166959.7,ENST00000300226.6
CCDC178,ENSG00000166960.16,ENST00000583930.5
MS4A15,ENSG00000166961.14,ENST00000405633.3
MAP1A,ENSG00000166963.12,ENST00000300231.5
RCCD1,ENSG00000166965.12,ENST00000394258.6
AKTIP,ENSG00000166971.16,ENST00000300245.8
MAPRE2,ENSG00000166974.12,ENST00000300249.9
EVA1C,ENSG00000166979.12,ENST00000300255.6
TCP10L2,ENSG00000166984.11,ENST00000366832.6
MARS,ENSG00000166986.14,ENST00000262027.9
MBD6,ENSG00000166987.14,ENST00000355673.7
CNPY4,ENSG00000166997.7,ENST00000262932.4
PDIA3,ENSG00000167004.12,ENST00000300289.9
NUDT21,ENSG00000167005.13,ENST00000300291.9
NAT16,ENSG00000167011.8,ENST00000300303.6
TERB2,ENSG00000167014.10,ENST00000340827.3
NKX3-1,ENSG00000167034.9,ENST00000380871.4
SGSM1,ENSG00000167037.18,ENST00000400359.4
DUSP18,ENSG00000167065.13,ENST00000334679.3
TEF,ENSG00000167074.14,ENST00000266304.8
MEI1,ENSG00000167077.12,ENST00000401548.7
B4GALNT2,ENSG00000167080.8,ENST00000300404.2
PBX3,ENSG00000167081.16,ENST00000373489.9
GNGT2,ENSG00000167083.6,ENST00000511277.5
PHB,ENSG00000167085.11,ENST00000614445.4
SNRPD1,ENSG00000167088.10,ENST00000300413.9
TTC16,ENSG00000167094.15,ENST00000373289.3
SUN5,ENSG00000167098.11,ENST00000356173.7
SAMD14,ENSG00000167100.14,ENST00000503131.1
PIP5KL1,ENSG00000167103.11,ENST00000388747.8
BPIFB6,ENSG00000167104.11,ENST00000349552.1
TMEM92,ENSG00000167105.7,ENST00000300433.7
FAM102A,ENSG00000167106.11,ENST00000373095.5
ACSF2,ENSG00000167107.12,ENST00000427954.6
GOLGA2,ENSG00000167110.17,ENST00000421699.6
TRUB2,ENSG00000167112.9,ENST00000372890.5
COQ4,ENSG00000167113.10,ENST00000300452.7
SLC27A4,ENSG00000167114.12,ENST00000300456.4
URM1,ENSG00000167118.10,ENST00000452446.2
CERCAM,ENSG00000167123.18,ENST00000372838.8
DOLPP1,ENSG00000167130.17,ENST00000372546.8
CCDC103,ENSG00000167131.16,ENST00000417826.2
ENDOG,ENSG00000167136.6,ENST00000372642.4
TBC1D21,ENSG00000167139.8,ENST00000300504.6
PRRX2,ENSG00000167157.10,ENST00000372469.5
UGT1A6,ENSG00000167165.18,ENST00000305139.10
C15orf39,ENSG00000167173.18,ENST00000360639.6
ISLR2,ENSG00000167178.15,ENST00000361742.7
SP2,ENSG00000167182.14,ENST00000376741.4
PRR15L,ENSG00000167183.2,ENST00000300557.2
COQ7,ENSG00000167186.10,ENST00000321998.9
GPRC5B,ENSG00000167191.11,ENST00000300571.6
CRK,ENSG00000167193.7,ENST00000300574.2
C16orf92,ENSG00000167194.7,ENST00000300575.6
GOLGA6C,ENSG00000167195.7,ENST00000300576.5
FBXO22,ENSG00000167196.13,ENST00000308275.7
TBC1D2B,ENSG00000167202.11,ENST00000300584.7
NOD2,ENSG00000167207.13,ENST00000300589.6
SNX20,ENSG00000167208.14,ENST00000330943.8
LOXHD1,ENSG00000167210.17,ENST00000300591.11
KATNAL2,ENSG00000167216.16,ENST00000245121.9
HDHD2,ENSG00000167220.11,ENST00000300605.10
ZNF91,ENSG00000167232.13,ENST00000300619.11
IGF2,ENSG00000167244.19,ENST00000434045.6
RNF214,ENSG00000167257.10,ENST00000300650.8
CDK12,ENSG00000167258.13,ENST00000447079.4
DPEP2,ENSG00000167261.13,ENST00000572888.5
DUS2,ENSG00000167264.17,ENST00000565263.5
POP5,ENSG00000167272.10,ENST00000357500.4
ENGASE,ENSG00000167280.16,ENST00000579016.5
RBFOX3,ENSG00000167281.19,ENST00000580155.5
ATP5MG,ENSG00000167283.7,ENST00000300688.7
CD3D,ENSG00000167286.9,ENST00000300692.8
TBC1D16,ENSG00000167291.15,ENST00000310924.6
TEPSIN,ENSG00000167302.10,ENST00000300714.7
MYO5B,ENSG00000167306.19,ENST00000285039.11
ART5,ENSG00000167311.13,ENST00000397068.7
ACAA2,ENSG00000167315.17,ENST00000285093.14
STIM1,ENSG00000167323.11,ENST00000616714.4
RRM1,ENSG00000167325.14,ENST00000300738.9
OR51E2,ENSG00000167332.8,ENST00000396950.3
TRIM68,ENSG00000167333.12,ENST00000300747.9
MMP26,ENSG00000167346.7,ENST00000380390.5
OR51B5,ENSG00000167355.8,ENST00000300773.3
OR51I1,ENSG00000167359.8,ENST00000380211.1
OR51Q1,ENSG00000167360.6,ENST00000300778.4
FN3K,ENSG00000167363.13,ENST00000300784.7
PRRT2,ENSG00000167371.19,ENST00000567659.3
ZNF23,ENSG00000167377.18,ENST00000393539.6
IRGQ,ENSG00000167378.8,ENST00000422989.5
ZNF226,ENSG00000167380.16,ENST00000590089.5
ZNF180,ENSG00000167384.10,ENST00000221327.8
PPP2R3B,ENSG00000167393.17,ENST00000390665.8
ZNF668,ENSG00000167394.12,ENST00000539836.3
ZNF646,ENSG00000167395.10,ENST00000300850.5
VKORC1,ENSG00000167397.14,ENST00000394975.2
GNG8,ENSG00000167414.4,ENST00000300873.4
LPO,ENSG00000167419.10,ENST00000262290.8
CA4,ENSG00000167434.9,ENST00000300900.8
SMG8,ENSG00000167447.12,ENST00000543872.6
TPM4,ENSG00000167460.15,ENST00000646974.1
RAB8A,ENSG00000167461.11,ENST00000300935.7
GPX4,ENSG00000167468.16,ENST00000354171.12
MIDN,ENSG00000167470.12,ENST00000300952.6
JSRP1,ENSG00000167476.10,ENST00000300961.10
FAM129C,ENSG00000167483.17,ENST00000335393.8
KLHL26,ENSG00000167487.11,ENST00000300976.8
GATAD2A,ENSG00000167491.17,ENST00000404158.5
MVD,ENSG00000167508.11,ENST00000301012.7
CDT1,ENSG00000167513.8,ENST00000301019.8
TRAPPC2L,ENSG00000167515.10,ENST00000568583.5
ANKRD11,ENSG00000167522.15,ENST00000301030.9
SPATA33,ENSG00000167523.13,ENST00000579310.5
PROCA1,ENSG00000167525.13,ENST00000301039.6
RPL13,ENSG00000167526.13,ENST00000311528.9
ZNF641,ENSG00000167528.12,ENST00000544117.6
LALBA,ENSG00000167531.6,ENST00000301046.6
CACNB3,ENSG00000167535.7,ENST00000301050.6
DHRS13,ENSG00000167536.13,ENST00000378895.8
TP53I13,ENSG00000167543.15,ENST00000301057.7
KMT2D,ENSG00000167548.15,ENST00000301067.11
CORO6,ENSG00000167549.18,ENST00000345068.9
RHEBL1,ENSG00000167550.10,ENST00000301068.10
TUBA1A,ENSG00000167552.13,ENST00000301071.11
TUBA1C,ENSG00000167553.15,ENST00000541364.5
ZNF610,ENSG00000167554.14,ENST00000403906.7
ZNF528,ENSG00000167555.13,ENST00000360465.7
ZNF701,ENSG00000167562.12,ENST00000540331.1
SERTAD3,ENSG00000167565.12,ENST00000322354.3
NCKAP5L,ENSG00000167566.16,ENST00000335999.6
RAB4B,ENSG00000167578.17,ENST00000594800.5
AQP2,ENSG00000167580.7,ENST00000199280.3
GPD1,ENSG00000167588.12,ENST00000301149.7
CYP2S1,ENSG00000167600.13,ENST00000310054.8
AXL,ENSG00000167601.11,ENST00000301178.8
NFKBID,ENSG00000167604.14,ENST00000396901.5
TMC4,ENSG00000167608.11,ENST00000617472.4
ANKRD33,ENSG00000167612.12,ENST00000301190.10
LAIR1,ENSG00000167613.15,ENST00000391742.6
TTYH1,ENSG00000167614.13,ENST00000376531.3
LENG8,ENSG00000167615.16,ENST00000326764.9
CDC42EP5,ENSG00000167617.2,ENST00000301200.2
LAIR2,ENSG00000167618.9,ENST00000301202.6
TMEM145,ENSG00000167619.11,ENST00000301204.7
ZNF526,ENSG00000167625.10,ENST00000301215.7
TRAPPC9,ENSG00000167632.15,ENST00000389328.8
KIR3DL1,ENSG00000167633.18,ENST00000391728.8
NLRP7,ENSG00000167634.12,ENST00000588756.5
ZNF146,ENSG00000167635.11,ENST00000456324.5
ZNF283,ENSG00000167637.16,ENST00000618787.4
PPP1R14A,ENSG00000167641.10,ENST00000301242.8
SPINT2,ENSG00000167642.12,ENST00000301244.11
C19orf33,ENSG00000167644.11,ENST00000301246.9
YIF1B,ENSG00000167645.16,ENST00000339413.10
DNAAF3,ENSG00000167646.13,ENST00000527223.6
PSCA,ENSG00000167653.4,ENST00000301258.4
ATCAY,ENSG00000167654.17,ENST00000450849.6
LY6D,ENSG00000167656.4,ENST00000301263.4
DAPK3,ENSG00000167657.13,ENST00000545797.6
EEF2,ENSG00000167658.15,ENST00000309311.6
TMIGD2,ENSG00000167664.8,ENST00000301272.6
CHAF1A,ENSG00000167670.15,ENST00000301280.9
UBXN6,ENSG00000167671.11,ENST00000301281.10
HDGFL2,ENSG00000167674.14,ENST00000616600.4
PLIN4,ENSG00000167676.4,ENST00000301286.4
SEMA6B,ENSG00000167680.15,ENST00000586582.5
ZNF444,ENSG00000167685.14,ENST00000337080.7
NXN,ENSG00000167693.16,ENST00000336868.7
FAM57A,ENSG00000167695.14,ENST00000308278.12
GLOD4,ENSG00000167699.13,ENST00000301329.10
MFSD3,ENSG00000167700.8,ENST00000301327.4
GPT,ENSG00000167701.13,ENST00000394955.2
KIFC2,ENSG00000167702.12,ENST00000301332.3
SLC43A2,ENSG00000167703.14,ENST00000571650.5
RILP,ENSG00000167705.11,ENST00000301336.6
SERPINF2,ENSG00000167711.13,ENST00000324015.7
WDR81,ENSG00000167716.18,ENST00000409644.5
SRR,ENSG00000167720.12,ENST00000344595.9
TSR1,ENSG00000167721.10,ENST00000301364.9
TRPV3,ENSG00000167723.14,ENST00000301365.8
HSD11B1L,ENSG00000167733.13,ENST00000616276.4
CYB5D2,ENSG00000167740.9,ENST00000301391.7
GGT6,ENSG00000167741.10,ENST00000381550.7
C19orf48,ENSG00000167747.14,ENST00000391812.5
KLK1,ENSG00000167748.10,ENST00000301420.2
KLK4,ENSG00000167749.11,ENST00000324041.5
KLK2,ENSG00000167751.12,ENST00000325321.7
KLK5,ENSG00000167754.12,ENST00000336334.7
KLK6,ENSG00000167755.14,ENST00000376851.7
KLK11,ENSG00000167757.13,ENST00000594768.5
KLK13,ENSG00000167759.12,ENST00000595793.5
ZNF83,ENSG00000167766.18,ENST00000597597.1
KRT80,ENSG00000167767.13,ENST00000394815.2
KRT1,ENSG00000167768.4,ENST00000252244.3
ACER1,ENSG00000167769.4,ENST00000301452.4
OTUB1,ENSG00000167770.11,ENST00000538426.5
RCOR2,ENSG00000167771.5,ENST00000301459.4
ANGPTL4,ENSG00000167772.11,ENST00000301455.6
CD320,ENSG00000167775.10,ENST00000301458.9
SPRYD3,ENSG00000167778.8,ENST00000301463.8
IGFBP6,ENSG00000167779.8,ENST00000301464.3
SOAT2,ENSG00000167780.11,ENST00000301466.7
ZNF558,ENSG00000167785.8,ENST00000601372.5
CABP2,ENSG00000167791.13,ENST00000294288.4
NDUFV1,ENSG00000167792.12,ENST00000322776.10
CDK2AP2,ENSG00000167797.7,ENST00000301488.7
NUDT8,ENSG00000167799.9,ENST00000376693.2
TBX10,ENSG00000167800.9,ENST00000335385.3
PRDX2,ENSG00000167815.11,ENST00000301522.2
OR8J3,ENSG00000167822.2,ENST00000642058.1
OR5I1,ENSG00000167825.3,ENST00000301532.3
ZNF232,ENSG00000167840.13,ENST00000250076.7
MIS12,ENSG00000167842.15,ENST00000611091.4
CD300C,ENSG00000167850.3,ENST00000330793.1
CD300A,ENSG00000167851.14,ENST00000360141.7
TEKT1,ENSG00000167858.12,ENST00000338694.6
HID1,ENSG00000167861.15,ENST00000425042.6
MRPL58,ENSG00000167862.9,ENST00000301585.9
ATP5PD,ENSG00000167863.11,ENST00000301587.8
TMEM88,ENSG00000167874.6,ENST00000301599.6
EVPL,ENSG00000167880.7,ENST00000586740.1
SRP68,ENSG00000167881.14,ENST00000307877.6
MGAT5B,ENSG00000167889.12,ENST00000428789.6
TMC8,ENSG00000167895.14,ENST00000318430.9
TK1,ENSG00000167900.11,ENST00000301634.11
TMEM68,ENSG00000167904.14,ENST00000434581.6
CYP7A1,ENSG00000167910.3,ENST00000301645.3
GSDMA,ENSG00000167914.11,ENST00000301659.8
KRT24,ENSG00000167916.4,ENST00000264651.2
TMEM99,ENSG00000167920.8,ENST00000622451.1
GHDC,ENSG00000167925.15,ENST00000301671.12
FAM234A,ENSG00000167930.15,ENST00000399932.7
SOST,ENSG00000167941.2,ENST00000301691.2
RAB26,ENSG00000167964.12,ENST00000210187.10
MLST8,ENSG00000167965.17,ENST00000569417.5
E4F1,ENSG00000167967.15,ENST00000301727.8
DNASE1L2,ENSG00000167968.12,ENST00000564065.5
ECI1,ENSG00000167969.12,ENST00000301729.8
CASKIN1,ENSG00000167971.15,ENST00000343516.7
ABCA3,ENSG00000167972.13,ENST00000301732.9
KCTD5,ENSG00000167977.8,ENST00000301738.8
SRRM2,ENSG00000167978.16,ENST00000301740.12
ZNF597,ENSG00000167981.6,ENST00000301744.6
NLRC3,ENSG00000167984.17,ENST00000359128.9
SDHAF2,ENSG00000167985.6,ENST00000301761.6
DDB1,ENSG00000167986.13,ENST00000301764.11
VPS37C,ENSG00000167987.10,ENST00000301765.9
VWCE,ENSG00000167992.12,ENST00000335613.9
RAB3IL1,ENSG00000167994.11,ENST00000394836.6
BEST1,ENSG00000167995.15,ENST00000449131.6
FTH1,ENSG00000167996.15,ENST00000273550.11
BSCL2,ENSG00000168000.14,ENST00000360796.9
POLR2G,ENSG00000168002.11,ENST00000301788.11
SLC3A2,ENSG00000168003.16,ENST00000377891.6
HRASLS5,ENSG00000168004.9,ENST00000301790.4
SPINDOC,ENSG00000168005.8,ENST00000294244.8
ATG16L2,ENSG00000168010.10,ENST00000321297.9
C2CD3,ENSG00000168014.16,ENST00000334126.11
TRANK1,ENSG00000168016.14,ENST00000429976.5
TTC21A,ENSG00000168026.18,ENST00000431162.6
RPSA,ENSG00000168028.13,ENST00000443003.2
ENTPD3,ENSG00000168032.9,ENST00000301825.7
CTNNB1,ENSG00000168036.17,ENST00000645320.1
ULK4,ENSG00000168038.10,ENST00000301831.8
FADD,ENSG00000168040.4,ENST00000301838.4
LTBP3,ENSG00000168056.15,ENST00000301873.9
NAALADL1,ENSG00000168060.15,ENST00000358658.7
SAC3D1,ENSG00000168061.14,ENST00000398846.5
BATF2,ENSG00000168062.9,ENST00000301887.8
SLC22A11,ENSG00000168065.15,ENST00000301891.8
SF1,ENSG00000168066.20,ENST00000377387.5
MAP4K2,ENSG00000168067.11,ENST00000294066.6
MAJIN,ENSG00000168070.11,ENST00000301896.5
